"iata_code","iana_tz","windows_tz"
"FIL","America/Denver","Mountain Standard Time"
"FIN","Pacific/Port_Moresby","West Pacific Standard Time"
"FIZ","Australia/Perth","W. Australia Standard Time"
"FJR","Asia/Dubai","Arabian Standard Time"
"FKB","Europe/Berlin","W. Europe Standard Time"
"FKI","Africa/Lubumbashi","South Africa Standard Time"
"FKJ","Asia/Tokyo","Tokyo Standard Time"
"FKL","America/New_York","Eastern Standard Time"
"FKN","America/New_York","Eastern Standard Time"
"FKQ","Asia/Jayapura","Tokyo Standard Time"
"FKS","Asia/Tokyo","Tokyo Standard Time"
"FLA","America/Bogota","SA Pacific Standard Time"
"FLB","America/Fortaleza","SA Eastern Standard Time"
"FLD","America/Chicago","Central Standard Time"
"FLF","Europe/Berlin","W. Europe Standard Time"
"FLG","America/Phoenix","US Mountain Standard Time"
"FLH","Europe/London","GMT Standard Time"
"FLI","Atlantic/Reykjavik","Greenwich Standard Time"
"FLL","America/New_York","Eastern Standard Time"
"FLM","America/Asuncion","Paraguay Standard Time"
"FLN","America/Sao_Paulo","E. South America Standard Time"
"FLO","America/New_York","Eastern Standard Time"
"FLP","America/Chicago","Central Standard Time"
"FLR","Europe/Rome","W. Europe Standard Time"
"FLS","Australia/Hobart","Tasmania Standard Time"
"FLT","America/Anchorage","Alaskan Standard Time"
"FLV","America/Chicago","Central Standard Time"
"FLW","Atlantic/Azores","Azores Standard Time"
"FLX","America/Los_Angeles","Pacific Standard Time"
"FLY","Australia/Sydney","AUS Eastern Standard Time"
"FLZ","Asia/Jakarta","SE Asia Standard Time"
"FMA","America/Argentina/Cordoba","Argentina Standard Time"
"FME","America/New_York","Eastern Standard Time"
"FMG","America/Costa_Rica","Central America Standard Time"
"FMH","America/New_York","Eastern Standard Time"
"FMI","Africa/Lubumbashi","South Africa Standard Time"
"FMM","Europe/Berlin","W. Europe Standard Time"
"FMN","America/Denver","Mountain Standard Time"
"FMO","Europe/Berlin","W. Europe Standard Time"
"FMS","America/Chicago","Central Standard Time"
"FMU","America/Los_Angeles","Pacific Standard Time"
"FMY","America/New_York","Eastern Standard Time"
"FNA","Africa/Freetown","Greenwich Standard Time"
"FNB","Europe/Berlin","W. Europe Standard Time"
"FNC","Atlantic/Madeira","GMT Standard Time"
"FND","Indian/Maldives","West Asia Standard Time"
"FNE","Pacific/Port_Moresby","West Pacific Standard Time"
"FNG","Africa/Ouagadougou","Greenwich Standard Time"
"FNH","Africa/Addis_Ababa","E. Africa Standard Time"
"FNI","Europe/Paris","Romance Standard Time"
"FNJ","Asia/Pyongyang","North Korea Standard Time"
"FNL","America/Denver","Mountain Standard Time"
"FNR","America/Juneau","Alaskan Standard Time"
"FNT","America/Detroit","Eastern Standard Time"
"FNU","Europe/Rome","W. Europe Standard Time"
"FOA","Europe/London","GMT Standard Time"
"FOB","America/Los_Angeles","Pacific Standard Time"
"FOC","Asia/Shanghai","China Standard Time"
"FOD","America/Chicago","Central Standard Time"
"FOE","America/Chicago","Central Standard Time"
"FOG","Europe/Rome","W. Europe Standard Time"
"FOK","America/New_York","Eastern Standard Time"
"FOM","Africa/Douala","W. Central Africa Standard Time"
"FON","America/Costa_Rica","Central America Standard Time"
"FOO","Asia/Jayapura","Tokyo Standard Time"
"FOR","America/Fortaleza","SA Eastern Standard Time"
"FOS","Australia/Perth","W. Australia Standard Time"
"FOT","Australia/Sydney","AUS Eastern Standard Time"
"FOU","Africa/Libreville","W. Central Africa Standard Time"
"FOY","Africa/Monrovia","Greenwich Standard Time"
"FPO","America/Nassau","Eastern Standard Time"
"FPR","America/New_York","Eastern Standard Time"
"FPY","America/New_York","Eastern Standard Time"
"FRA","Europe/Berlin","W. Europe Standard Time"
"FRB","Australia/Sydney","AUS Eastern Standard Time"
"FRC","America/Sao_Paulo","E. South America Standard Time"
"FRD","America/Los_Angeles","Pacific Standard Time"
"FRE","Pacific/Guadalcanal","Central Pacific Standard Time"
"FRG","America/New_York","Eastern Standard Time"
"FRH","America/Indiana/Indianapolis","US Eastern Standard Time"
"FRI","America/Chicago","Central Standard Time"
"FRK","Indian/Mahe","Mauritius Standard Time"
"FRL","Europe/Rome","W. Europe Standard Time"
"FRM","America/Chicago","Central Standard Time"
"FRN","America/Anchorage","Alaskan Standard Time"
"FRO","Europe/Oslo","W. Europe Standard Time"
"FRQ","Pacific/Port_Moresby","West Pacific Standard Time"
"FRR","America/New_York","Eastern Standard Time"
"FRS","America/Guatemala","Central America Standard Time"
"FRT","America/Santiago","Pacific SA Standard Time"
"FRU","Asia/Bishkek","Central Asia Standard Time"
"FRW","Africa/Gaborone","South Africa Standard Time"
"FRY","America/New_York","Eastern Standard Time"
"FRZ","Europe/Berlin","W. Europe Standard Time"
"FSC","Europe/Paris","Romance Standard Time"
"FSD","America/Chicago","Central Standard Time"
"FSI","America/Chicago","Central Standard Time"
"FSK","America/Chicago","Central Standard Time"
"FSL","Australia/Perth","W. Australia Standard Time"
"FSM","America/Chicago","Central Standard Time"
"FSP","America/Miquelon","Saint Pierre Standard Time"
"FST","America/Chicago","Central Standard Time"
"FSU","America/Denver","Mountain Standard Time"
"FSZ","Asia/Tokyo","Tokyo Standard Time"
"FTA","Pacific/Efate","Central Pacific Standard Time"
"FTE","America/Argentina/Rio_Gallegos","Argentina Standard Time"
"FTI","Pacific/Pago_Pago","UTC-11"
"FTK","America/New_York","Eastern Standard Time"
"FTU","Indian/Antananarivo","E. Africa Standard Time"
"FTW","America/Chicago","Central Standard Time"
"FTX","Africa/Brazzaville","W. Central Africa Standard Time"
"FTY","America/New_York","Eastern Standard Time"
"FUB","Pacific/Port_Moresby","West Pacific Standard Time"
"FUE","Atlantic/Canary","GMT Standard Time"
"FUG","Asia/Shanghai","China Standard Time"
"FUJ","Asia/Tokyo","Tokyo Standard Time"
"FUK","Asia/Tokyo","Tokyo Standard Time"
"FUL","America/Los_Angeles","Pacific Standard Time"
"FUM","Pacific/Port_Moresby","West Pacific Standard Time"
"FUN","Pacific/Funafuti","UTC+12"
"FUO","Asia/Shanghai","China Standard Time"
"FUT","Pacific/Wallis","UTC+12"
"FVL","Australia/Perth","W. Australia Standard Time"
"FVM","Indian/Maldives","West Asia Standard Time"
"FVR","Australia/Perth","W. Australia Standard Time"
"FWA","America/Indiana/Indianapolis","US Eastern Standard Time"
"FWH","America/Chicago","Central Standard Time"
"FWL","America/Anchorage","Alaskan Standard Time"
"FXE","America/New_York","Eastern Standard Time"
"FXO","Africa/Maputo","South Africa Standard Time"
"FXY","America/Chicago","Central Standard Time"
"FYJ","Asia/Shanghai","China Standard Time"
"FYM","America/Chicago","Central Standard Time"
"FYN","Asia/Shanghai","China Standard Time"
"FYT","Africa/Ndjamena","W. Central Africa Standard Time"
"FYU","America/Anchorage","Alaskan Standard Time"
"FYV","America/Chicago","Central Standard Time"
"FZL","Asia/Baku","Azerbaijan Standard Time"
"GAB","America/Los_Angeles","Pacific Standard Time"
"GAC","America/Tegucigalpa","Central America Standard Time"
"GAD","America/Chicago","Central Standard Time"
"GAE","Africa/Tunis","W. Central Africa Standard Time"
"GAF","Africa/Tunis","W. Central Africa Standard Time"
"GAG","America/Chicago","Central Standard Time"
"GAH","Australia/Brisbane","E. Australia Standard Time"
"GAI","America/New_York","Eastern Standard Time"
"GAJ","Asia/Tokyo","Tokyo Standard Time"
"GAL","America/Anchorage","Alaskan Standard Time"
"GAM","America/Nome","Alaskan Standard Time"
"GAN","Indian/Maldives","West Asia Standard Time"
"GAO","America/Havana","Cuba Standard Time"
"GAP","Pacific/Port_Moresby","West Pacific Standard Time"
"GAQ","Africa/Bamako","Greenwich Standard Time"
"GAR","Pacific/Port_Moresby","West Pacific Standard Time"
"GAS","Africa/Nairobi","E. Africa Standard Time"
"GAT","Europe/Paris","Romance Standard Time"
"GAU","Asia/Kolkata","India Standard Time"
"GAV","Asia/Jayapura","Tokyo Standard Time"
"GAW","Asia/Yangon","Myanmar Standard Time"
"GAX","Africa/Libreville","W. Central Africa Standard Time"
"GAY","Asia/Kolkata","India Standard Time"
"GAZ","Pacific/Port_Moresby","West Pacific Standard Time"
"GBA","Europe/London","GMT Standard Time"
"GBB","Asia/Baku","Azerbaijan Standard Time"
"GBC","Pacific/Port_Moresby","West Pacific Standard Time"
"GBD","America/Chicago","Central Standard Time"
"GBE","Africa/Gaborone","South Africa Standard Time"
"GBF","Pacific/Port_Moresby","West Pacific Standard Time"
"GBG","America/Chicago","Central Standard Time"
"GBH","America/Anchorage","Alaskan Standard Time"
"GBI","America/Nassau","Eastern Standard Time"
"GBJ","America/Guadeloupe","SA Western Standard Time"
"GBK","Africa/Freetown","Greenwich Standard Time"
"GBL","Australia/Darwin","AUS Central Standard Time"
"GBM","Africa/Mogadishu","E. Africa Standard Time"
"GBP","Australia/Brisbane","E. Australia Standard Time"
"GBR","America/New_York","Eastern Standard Time"
"GBT","Asia/Tehran","Iran Standard Time"
"GBU","Africa/Khartoum","Sudan Standard Time"
"GBV","Australia/Perth","W. Australia Standard Time"
"GBW","Australia/Perth","W. Australia Standard Time"
"GBZ","Pacific/Auckland","New Zealand Standard Time"
"GCA","America/Bogota","SA Pacific Standard Time"
"GCC","America/Denver","Mountain Standard Time"
"GCD","America/Los_Angeles","Pacific Standard Time"
"GCH","Asia/Tehran","Iran Standard Time"
"GCI","Europe/Guernsey","GMT Standard Time"
"GCJ","Africa/Johannesburg","South Africa Standard Time"
"GCK","America/Chicago","Central Standard Time"
"GCM","America/Cayman","SA Pacific Standard Time"
"GCN","America/Phoenix","US Mountain Standard Time"
"GCT","America/Phoenix","US Mountain Standard Time"
"GCV","America/Sao_Paulo","E. South America Standard Time"
"GCW","America/Phoenix","US Mountain Standard Time"
"GCY","America/New_York","Eastern Standard Time"
"GDB","Asia/Kolkata","India Standard Time"
"GDC","America/New_York","Eastern Standard Time"
"GDD","Australia/Perth","W. Australia Standard Time"
"GDE","Africa/Addis_Ababa","E. Africa Standard Time"
"GDG","Asia/Yakutsk","Yakutsk Standard Time"
"GDH","America/Anchorage","Alaskan Standard Time"
"GDI","Africa/Bangui","W. Central Africa Standard Time"
"GDJ","Africa/Lubumbashi","South Africa Standard Time"
"GDL","America/Mexico_City","Central Standard Time (Mexico)"
"GDM","America/New_York","Eastern Standard Time"
"GDN","Europe/Warsaw","Central European Standard Time"
"GDO","America/Caracas","Venezuela Standard Time"
"GDP","America/Fortaleza","SA Eastern Standard Time"
"GDQ","Africa/Addis_Ababa","E. Africa Standard Time"
"GDT","America/Grand_Turk","Turks And Caicos Standard Time"
"GDV","America/Denver","Mountain Standard Time"
"GDW","America/Detroit","Eastern Standard Time"
"GDX","Asia/Magadan","Magadan Standard Time"
"GDZ","Europe/Moscow","Russian Standard Time"
"GEA","Pacific/Noumea","Central Pacific Standard Time"
"GEB","Asia/Jayapura","Tokyo Standard Time"
"GEC","Asia/Famagusta","GTB Standard Time"
"GED","America/New_York","Eastern Standard Time"
"GEE","Australia/Hobart","Tasmania Standard Time"
"GEF","Pacific/Guadalcanal","Central Pacific Standard Time"
"GEG","America/Los_Angeles","Pacific Standard Time"
"GEL","America/Sao_Paulo","E. South America Standard Time"
"GEM","Africa/Malabo","W. Central Africa Standard Time"
"GEO","America/Guyana","SA Western Standard Time"
"GER","America/Havana","Cuba Standard Time"
"GES","Asia/Manila","Singapore Standard Time"
"GET","Australia/Perth","W. Australia Standard Time"
"GEV","Europe/Stockholm","W. Europe Standard Time"
"GEW","Pacific/Port_Moresby","West Pacific Standard Time"
"GEY","America/Denver","Mountain Standard Time"
"GFA","America/Denver","Mountain Standard Time"
"GFD","America/Indiana/Indianapolis","US Eastern Standard Time"
"GFE","Australia/Sydney","AUS Eastern Standard Time"
"GFF","Australia/Sydney","AUS Eastern Standard Time"
"GFK","America/Chicago","Central Standard Time"
"GFL","America/New_York","Eastern Standard Time"
"GFN","Australia/Sydney","AUS Eastern Standard Time"
"GFO","America/Guyana","SA Western Standard Time"
"GFR","Europe/Paris","Romance Standard Time"
"GFY","Africa/Windhoek","Namibia Standard Time"
"GGB","America/Cuiaba","Central Brazilian Standard Time"
"GGC","Africa/Luanda","W. Central Africa Standard Time"
"GGD","Australia/Brisbane","E. Australia Standard Time"
"GGE","America/New_York","Eastern Standard Time"
"GGF","America/Santarem","SA Eastern Standard Time"
"GGG","America/Chicago","Central Standard Time"
"GGL","America/Bogota","SA Pacific Standard Time"
"GGM","Africa/Nairobi","E. Africa Standard Time"
"GGN","Africa/Abidjan","Greenwich Standard Time"
"GGO","Africa/Abidjan","Greenwich Standard Time"
"GGR","Africa/Mogadishu","E. Africa Standard Time"
"GGS","America/Argentina/Rio_Gallegos","Argentina Standard Time"
"GGT","America/Nassau","Eastern Standard Time"
"GGW","America/Denver","Mountain Standard Time"
"GHA","Africa/Algiers","W. Central Africa Standard Time"
"GHB","America/Nassau","Eastern Standard Time"
"GHC","America/Nassau","Eastern Standard Time"
"GHE","America/Panama","SA Pacific Standard Time"
"GHF","Europe/Berlin","W. Europe Standard Time"
"GHK","America/Yellowknife","Mountain Standard Time"
"GHM","America/Chicago","Central Standard Time"
"GHN","Asia/Shanghai","China Standard Time"
"GHS","Asia/Makassar","Singapore Standard Time"
"GHT","Africa/Tripoli","Libya Standard Time"
"GHU","America/Argentina/Cordoba","Argentina Standard Time"
"GIB","Europe/Gibraltar","W. Europe Standard Time"
"GIC","Australia/Brisbane","E. Australia Standard Time"
"GID","Africa/Bujumbura","South Africa Standard Time"
"GIF","America/New_York","Eastern Standard Time"
"GIG","America/Sao_Paulo","E. South America Standard Time"
"GII","Africa/Conakry","Greenwich Standard Time"
"GIL","Asia/Karachi","Pakistan Standard Time"
"GIR","America/Bogota","SA Pacific Standard Time"
"GIS","Pacific/Auckland","New Zealand Standard Time"
"GIT","Africa/Dar_es_Salaam","E. Africa Standard Time"
"GIU","Asia/Colombo","Sri Lanka Standard Time"
"GIY","Africa/Johannesburg","South Africa Standard Time"
"GIZ","Asia/Riyadh","Arab Standard Time"
"GJA","America/Tegucigalpa","Central America Standard Time"
"GJL","Africa/Algiers","W. Central Africa Standard Time"
"GJM","America/Porto_Velho","SA Western Standard Time"
"GJR","Atlantic/Reykjavik","Greenwich Standard Time"
"GJT","America/Denver","Mountain Standard Time"
"GKA","Pacific/Port_Moresby","West Pacific Standard Time"
"GKD","Europe/Istanbul","Turkey Standard Time"
"GKE","Europe/Amsterdam","W. Europe Standard Time"
"GKH","Asia/Kathmandu","Nepal Standard Time"
"GKK","Indian/Maldives","West Asia Standard Time"
"GKL","Australia/Brisbane","E. Australia Standard Time"
"GKN","America/Anchorage","Alaskan Standard Time"
"GKT","America/New_York","Eastern Standard Time"
"GLA","Europe/London","GMT Standard Time"
"GLB","America/Phoenix","US Mountain Standard Time"
"GLC","Africa/Addis_Ababa","E. Africa Standard Time"
"GLD","America/Denver","Mountain Standard Time"
"GLE","America/Chicago","Central Standard Time"
"GLF","America/Costa_Rica","Central America Standard Time"
"GLG","Australia/Brisbane","E. Australia Standard Time"
"GLH","America/Chicago","Central Standard Time"
"GLI","Australia/Sydney","AUS Eastern Standard Time"
"GLK","Africa/Mogadishu","E. Africa Standard Time"
"GLL","Europe/Oslo","W. Europe Standard Time"
"GLM","Australia/Brisbane","E. Australia Standard Time"
"GLN","Africa/Casablanca","Morocco Standard Time"
"GLO","Europe/London","GMT Standard Time"
"GLP","Pacific/Port_Moresby","West Pacific Standard Time"
"GLR","America/Detroit","Eastern Standard Time"
"GLS","America/Chicago","Central Standard Time"
"GLT","Australia/Brisbane","E. Australia Standard Time"
"GLU","Asia/Kolkata","India Standard Time"
"GLV","America/Nome","Alaskan Standard Time"
"GLW","America/Chicago","Central Standard Time"
"GLX","Asia/Jayapura","Tokyo Standard Time"
"GLZ","Europe/Amsterdam","W. Europe Standard Time"
"GMA","Africa/Kinshasa","W. Central Africa Standard Time"
"GMB","Africa/Addis_Ababa","E. Africa Standard Time"
"GMD","Africa/Casablanca","Morocco Standard Time"
"GME","Europe/Minsk","Belarus Standard Time"
"GMI","Pacific/Port_Moresby","West Pacific Standard Time"
"GML","Europe/Kiev","FLE Standard Time"
"GMM","Africa/Brazzaville","W. Central Africa Standard Time"
"GMN","Pacific/Auckland","New Zealand Standard Time"
"GMO","Africa/Lagos","W. Central Africa Standard Time"
"GMP","Asia/Seoul","Korea Standard Time"
"GMQ","Asia/Shanghai","China Standard Time"
"GMR","Pacific/Gambier","UTC-09"
"GMS","America/Fortaleza","SA Eastern Standard Time"
"GMT","America/Anchorage","Alaskan Standard Time"
"GMU","America/New_York","Eastern Standard Time"
"GMV","America/Denver","Mountain Standard Time"
"GMZ","Atlantic/Canary","GMT Standard Time"
"GNA","Europe/Minsk","Belarus Standard Time"
"GNB","Europe/Paris","Romance Standard Time"
"GND","America/Grenada","SA Western Standard Time"
"GNF","America/Los_Angeles","Pacific Standard Time"
"GNG","America/Boise","Mountain Standard Time"
"GNI","Asia/Taipei","Taipei Standard Time"
"GNM","America/Bahia","Bahia Standard Time"
"GNN","Africa/Addis_Ababa","E. Africa Standard Time"
"GNR","America/Argentina/Salta","Argentina Standard Time"
"GNS","Asia/Jakarta","SE Asia Standard Time"
"GNT","America/Denver","Mountain Standard Time"
"GNU","America/Anchorage","Alaskan Standard Time"
"GNV","America/New_York","Eastern Standard Time"
"GNY","Europe/Istanbul","Turkey Standard Time"
"GNZ","Africa/Gaborone","South Africa Standard Time"
"GOA","Europe/Rome","W. Europe Standard Time"
"GOB","Africa/Addis_Ababa","E. Africa Standard Time"
